Review,Sentiment
"Absolutely amazing food. We got 4 things - sopes, enchiladas, guacamole and chips and shrimp tacos. All the items were delicious but the sopes was above and beyond my expectations. We didn't get a chance to try the mole as they were sold out but we will be back to try it. The guacamole and chips was fresh, a great balance of acid and salt and an overall great starter - especially when you have a dish as rich as the shrimp tacos. We also bought two drinks and out of the two, the cucumber lime was a wonderful, refreshing addition to the meal. Both were wonderful though.

The owner is the absolute sweetest person and proudly stands behind every menu item. She patiently described every menu item we asked about in extreme detail to ensure we got exactly what we would love (honestly we'd probably love everything). 10/10 would recommend to anyone.",2
"I went here because it was virtually the only option when I did a search for birria in Toronto. Unfortunately, when I got there at 10am, they didn't have the goat birria ready yet, so I had to have beef instead. I'll try not to hold that against them. It was good enough that I'm hoping to return for the goat. Super tender, and fresh and hot.

Downsides are that the tortillas aren't as fresh (not bad, but not obviously handmade), and the broth for the birria is more of a salty tomato base than a drinkable mole. But it's still excellent quality for what it is.",2
"Best food I had. It's a must try and good services I would recommend to anyone that's curious to go there as soon as possible, worth the price and time",2
"Wowwwwwww this place is BOMB. First of all, everything is in Spanish and if you come here, you should speak Spanish. They can speak English, but like... it's part of the experience. Speak Spanish if you can. The food was AH.MAZE.ING. Wow. The tacos were perfect. They gave us a lot of hot sauce and I must warn you - try the hot sauce first. Don't just put it in your mouth or on your food. It's extremely spicy. We had some Spanish ballads playing in the background and horchata to match (the horchata was great for dealing with that spicy hot sauce, too). The place is very small and it doesn't serve alcohol. Maybe try take out?",2
"I've scoured the city for amazing Mexican and no matter where I go, I'm always disappointed. Every 4 and 4.5 star place on Yelp has left me shaking my head, wondering how anyone could be satisfied with such mediocre food.

Today, my long drought has ended because I found what is, by far, the best Mexican food in Toronto. I really don't think any words can explain how much better this place is than the restaurants you'll find in Kensington and elsewhere. The chorizo, carnita and campechano tacos made me think of the absolute best food I've had in Mexico. The pozole was perfect. I was blown away. If you think this praise is so effusive as to be hyperbolic, go check it out and tell me I'm crazy. I'll wait...",2
"This place is authentic, as authentic as it gets. I loved the campechano tacos - really amazing presentation and salsas variation to aadd on top. Love it! It's just sooo small. But even so, worth it!",2
"Always service with a smile at this incredibly clean and tidy little restaurant! The customer service is second to none with this authentic Mexican food! The seating area is very small and cozy, and impeccably clean, and the food is DELICIOUS. Tacos, fresh tortilla chips, AMAZING guacamole, so many ingredients made fresh in house, and the spicy sauces are actually spicy! The tortillas are fresh and delicious as well. 

We ordered a huge takeout order for our office, and they made it very quickly! Everything was well organized and it was a hit! I can't recommend this restaurant enough. I will definitely be coming back.",2
"One of the hidden gems in the city .. it's so homey and gives you a welcoming ambience .. the food is really great, tasty and loved the tacos .. the ladies there were so helpful and very attentive .. I would be coming back again .. parking is pretty tricky but they are street parking one block behind the store ..",2
"Hospitality class should use this restaurant as an example! Food is really yums, and definitely fulfilled my cravings.

 If you're looking for authentic Mexican restaurant, this is it. And if you'd like an introduction to Mexican cuisine, they will gladly guide you through their English or Spanish menu.",2
"We read the good reviews and decided to give it a try this morning. We weren't disappointed. The space is small, cozy and well-appointed. The food was very reasonably priced and excellent. We had the breakfast; the quality and the price were really unbeatable. Superb restaurant.",2
